2000-01-01	20.928572
2000-01-02	14.192307
2000-01-03	15.354545
2000-01-04	20.038462
2000-01-05	13.109092
2000-01-06	16.727274
2000-01-07	20.61111
2000-01-08	15.170001
2000-01-09	13.440001
2000-01-10	3.7500005
2000-01-11	13.755557
2000-01-12	15.872727
2000-01-13	24.566666
2000-01-14	18.814285
2000-01-15	6.9800014
2000-01-16	10.273334
2000-01-17	22.809092
2000-01-18	10.993333
2000-01-19	15.05
2000-01-20	21.742859
2000-01-21	13.623076
2000-01-22	12.4375
2000-01-23	18.838459
2000-01-24	9.746668
2000-01-25	16.576923
2000-01-26	22.225
2000-01-27	18.145454
2000-01-28	20.300001
2000-02-01	19.075
2000-02-02	18.135714
2000-02-03	10.582353
2000-02-04	9.95
2000-02-05	13.658334
2000-02-06	19.887499
2000-02-07	12.053846
2000-02-08	18.215385
2000-02-09	20.5
2000-02-10	12.042857
2000-02-11	13.26923
2000-02-12	10.45
2000-02-13	12.757895
2000-02-14	8.430769
2000-02-15	25.5
2000-02-16	12.852632
2000-02-17	18.069231
2000-02-18	10.03125
2000-02-19	10.82
2000-02-20	14.207144
2000-02-21	11.344445
2000-02-22	17.555555
2000-02-23	24.490002
2000-02-24	10.761538
2000-02-25	14.625
2000-02-26	20.471432
2000-02-27	18.874998
2000-02-28	11.121429
2000-03-01	21.485716
2000-03-02	14.2300005
2000-03-03	13.710001
2000-03-04	17.323532
2000-03-05	14.862501
2000-03-06	18.728573
2000-03-07	17.458334
2000-03-08	16.206665
2000-03-09	16.083334
2000-03-10	18.017647
2000-03-11	17.945454
2000-03-12	13.435715
2000-03-13	12.707693
2000-03-14	14.67
2000-03-15	20.587498
2000-03-16	12.812501
2000-03-17	16.4
2000-03-18	9.276923
2000-03-19	21.177776
2000-03-20	19.675001
2000-03-21	22.22857
2000-03-22	11.46
2000-03-23	16.892307
2000-03-24	12.2
2000-03-25	10.381818
2000-03-26	18.590908
2000-03-27	13.980001
2000-03-28	7.1099997
2000-04-01	18.673334
2000-04-02	14.814286
2000-04-03	14.275001
2000-04-04	15.471428
2000-04-05	10.571428
2000-04-06	15.539999
2000-04-07	17.59
2000-04-08	11.45
2000-04-09	15.353333
